X,Y
-120.94194284777504,55.2486102601861
-120.80954862389115,55.02156412199548
-120.74335151194953,54.98359746449569
-119.88278905670523,54.25538252045499
-119.61800060893776,54.100409874667406
-118.88983237757733,53.827808522945276
-117.03631324320517,53.7887198423756
-116.30814501184442,54.100409874667406
-116.37434212378636,54.56358828263561
-117.16870746708872,54.75504213498914
-118.22786125815854,54.98359746449569
-118.55884681786794,55.324005562021995
-118.8236348546126,55.810592580112655
-117.76448099733341,55.91354108070442
-116.70532709928256,55.83927064810632
-116.83772228002877,55.20221748375451
-117.89687616524125,55.20221744386697
-115.18279457562475,53.46568239010679
-115.18279457562475,53.46568239010679
-105.17752316514625,52.577891561608766
-103.78738381436735,52.37629581162946
-100.34513387618448,51.84781568608301
-90.08184435589314,50.262168617628106
-90.08945571360246,50.54161784056723
-75.17377872876168,51.60105151620223
-75.10758161682006,51.68321154707803
-74.71039894516841,52.010364503575744
-74.24701933654113,52.33514307797546
-73.51885110518072,52.456324237998274
-73.05547132158806,52.5369268916252
-71.99631766493843,52.657554018507454
-71.13575537460062,52.81787387261741
-71.4005438223684,52.81787387261741
-69.87800966153152,52.93772685574399
-69.14984304275943,53.334849109063754
-75.08671008694093,54.142303065558025
-75.08671008694093,54.142303065558025
-72.37262849732477,55.364653036591534
-68.33460466887102,55.138269281405115
-67.8050277733361,55.06252124981441
-66.7458739822663,54.48982349747416
-70.38671513906839,54.758091504915114
-70.32051802712677,54.758091504915114
-70.25432091518515,54.758091504915114
-70.25432091518515,54.758091504915114
-71.11488408490308,54.56665221596231
-71.31347542072857,54.56665221596231
-71.71065809237962,55.1760896393977
-71.77685552375715,55.62714058824477
-72.62829671655945,55.697960853576745
-72.89308583018811,55.69796095356145
-73.9522400266732,55.73524895908784
-73.62125484022471,55.73524902053049
-73.65435339619566,55.43594751520837
-73.65435339619566,55.43594751520837
-73.65435339619566,55.43594751520837
-73.65435339619566,55.341947253816926
-74.34942307158526,54.543490743097436
-73.48886061634093,54.37032485736955
-73.05857938871912,54.7350390662848
-73.190973612603,54.925686044463674
-73.85294473202114,54.50507273080726
-74.28322595964363,54.37032485736955
-75.60716819848058,53.88545621883043
-75.67336531042284,53.8073500200114
-75.40857686265507,53.68991732494874
-74.71350718726546,53.43435248317215
-74.64731007532383,53.43435248317215
-74.34942307158526,53.43435248317215
-74.05153606784667,53.39489768864652
-73.75364906410874,53.35540628362202
-73.72055050813789,53.35540628362202
-73.55505779605065,53.41462971963264
-73.91914197029561,53.92445479179389
-73.88604341432476,53.943940374468895
-74.01843763820865,54.002342542356786
-76.76561778379626,53.097818833653264
-76.46773078005768,53.01824916766137
-76.30223800020298,52.99833378540805
-75.83885821660968,52.9385324914806
-75.73956254869726,52.958475449145794
-75.3754783580549,52.83867957606415
-75.04449279834552,52.6382835000945
-75.1768870222294,52.41678256985679
-73.78674732351126,52.69849900882883
-71.60224262943002,53.414629544286754
-81.0022323466086,51.6840400369035
-83.02124426083581,51.519574061406445
-84.14659516384727,52.11293315139844
-85.20574895491708,53.0779398843286
-86.62898686166712,53.885456021620655
-88.64799877589434,54.08008451934481
-84.08039805190565,50.52023377913318
-82.78955436903885,50.62533776707198
-83.65011682428316,50.4148952107073
-81.86279480185291,50.288179047826304
-83.15363848471907,50.351579401550964
-83.08744137277745,50.351579401550964
-82.45856880932945,50.18232381947897
-82.09448486769517,50.28817876369641
-82.2930762035207,50.24586487437989
-82.52476609531699,50.22469382986813
-101.31295590654018,64.59686188290621
-100.87375055331479,64.38067974573187
-99.681621737418,63.99822931738444
-100.99923779712044,64.24469594762334
-100.87375055174384,64.40779606054241
-107.21085636256414,65.78143609646864
-106.45793289989214,65.75568464347876
-111.72839784585562,66.29109448659088
-108.46572928718341,66.0630101702757
-108.59121653096219,66.08845451257952
-112.54406470998886,66.29109443112935
-112.0421157348744,66.24058663482154
-122.6457873105316,63.72180491425266
-122.20658195730682,63.358372406293995
-118.63019550961582,63.27384405071993
-127.16332808656185,58.849669527938914
-126.91235359900492,58.68700716398271
-129.42209847457727,59.65162031425737
-129.54758571835606,59.77818732954569
-129.54758571835606,59.809754326274344
-128.85740587757374,59.524573959319866
-128.54368776812709,59.397047076383586
-128.54368776812709,59.397047076383586
-134.8807935789474,66.36666633360238
-134.8807935789474,66.36666633360238
-131.80635610637086,66.81534857246945
-133.24946755459518,66.64182574712828
-132.99849818658527,66.64182618624463
-132.74752369902833,66.61693722384896
